56, 7 
82, 39 
41, 28 
68, 85 
93, 2 
64, 16 
17, 98 
9, 62 
41, 94 
13, 23 
49, 89 
64, 43 
63, 26 
79, 63 
99, 46 
75, 36 
36, 19 
54, 21 
22, 82 
51, 8 
43, 99 
44, 4 
73, 88 
72, 68 
72, 95 
32, 20 
69, 90 
78, 86 
74, 45 
59, 48 
69, 50 
36, 0 
98, 40 
78, 75 
94, 78 
22, 82 
8, 0 
32, 0 
4, 92 
67, 62 
35, 73 
84, 79 
55, 2 
71, 47 
19, 54 
11, 47 
8, 45 
84, 57 
80, 62 
2, 62 
66, 34 
53, 89 
45, 19 
41, 45 
40, 84 
2, 20 
93, 14 
11, 40 
42, 21 
73, 84 
64, 68 
83, 93 
66, 94 
98, 69 
5, 93 
17, 97 
60, 99 
26, 81 
19, 14 
92, 95 
98, 47 
50, 77 
97, 7 
51, 70 
37, 90 
95, 99 
41, 40 
32, 66 
40, 42 
83, 83 
60, 89 
28, 8 
40, 86 
69, 41 
35, 22 
6, 62 
1, 29 
73, 78 
41, 66 
10, 10 
2, 25 
87, 13 
88, 64 
68, 37 
99, 21 
78, 81 
98, 22 
58, 84 
2, 90 
55, 59 
