28, 70 
61, 25 
9, 33 
86, 7 
83, 31 
14, 48 
92, 3 
52, 31 
21, 88 
39, 63 
64, 87 
24, 73 
10, 64 
79, 67 
11, 84 
87, 85 
88, 90 
11, 98 
22, 15 
13, 16 
92, 18 
10, 12 
62, 60 
5, 10 
57, 28 
21, 40 
27, 16 
66, 29 
93, 62 
16, 6 
59, 16 
71, 9 
24, 14 
85, 99 
94, 8 
89, 90 
65, 16 
86, 27 
36, 89 
95, 75 
48, 90 
51, 20 
65, 58 
53, 0 
24, 44 
48, 95 
26, 90 
43, 42 
83, 87 
1, 42 
84, 77 
24, 31 
58, 85 
67, 2 
4, 15 
65, 73 
16, 98 
73, 59 
63, 84 
27, 0 
82, 69 
98, 68 
57, 8 
10, 3 
12, 97 
60, 5 
69, 28 
32, 39 
31, 19 
21, 25 
18, 62 
77, 51 
78, 80 
47, 21 
38, 64 
52, 0 
0, 74 
40, 68 
38, 68 
32, 6 
31, 76 
83, 52 
55, 38 
81, 59 
82, 49 
42, 95 
63, 28 
11, 83 
10, 58 
25, 60 
97, 48 
0, 71 
95, 7 
94, 27 
29, 64 
99, 29 
85, 23 
7, 67 
0, 95 
23, 12 
45, 22 
66, 25 
26, 11 
16, 94 
86, 3 
25, 19 
34, 33 
43, 45 
36, 96 
18, 77 
8, 17 
39, 71 
66, 22 
54, 73 
69, 42 
25, 23 
84, 1 
94, 57 
78, 63 
1, 49 
2, 83 
2, 76 
26, 34 
79, 17 
87, 25 
92, 64 
65, 3 
17, 20 
3, 11 
96, 36 
14, 89 
96, 74 
48, 70 
75, 41 
69, 58 
59, 7 
50, 84 
97, 26 
15, 46 
82, 86 
5, 72 
27, 92 
47, 11 
56, 15 
91, 89 
81, 65 
22, 16 
88, 95 
64, 31 
36, 26 
66, 5 
25, 21 
69, 4 
70, 16 
16, 49 
44, 55 
12, 30 
99, 30 
22, 94 
15, 14 
93, 74 
82, 50 
23, 40 
18, 87 
57, 74 
70, 51 
12, 21 
80, 13 
64, 80 
97, 8 
91, 25 
5, 17 
81, 76 
35, 81 
88, 62 
87, 65 
90, 42 
82, 67 
73, 2 
7, 29 
87, 96 
58, 96 
88, 64 
62, 56 
11, 23 
57, 25 
44, 36 
13, 29 
59, 61 
57, 44 
84, 7 
85, 77 
74, 25 
50, 56 
94, 89 
97, 94 
17, 78 
22, 32 
25, 99 
23, 74 
58, 77 
36, 41 
15, 11 
1, 80 
28, 34 
18, 69 
38, 76 
16, 27 
26, 20 
14, 75 
99, 34 
5, 42 
35, 0 
51, 77 
78, 55 
67, 46 
93, 3 
87, 92 
8, 71 
94, 39 
40, 15 
77, 89 
83, 62 
93, 16 
77, 31 
41, 88 
18, 66 
25, 73 
85, 45 
28, 34 
7, 65 
30, 62 
5, 28 
15, 75 
21, 80 
2, 96 
5, 43 
94, 79 
96, 5 
71, 37 
94, 70 
78, 23 
9, 54 
16, 72 
2, 29 
32, 30 
84, 62 
56, 93 
30, 63 
68, 94 
51, 2 
45, 43 
0, 94 
50, 27 
9, 2 
75, 69 
57, 62 
8, 3 
75, 57 
70, 0 
3, 87 
72, 2 
58, 7 
56, 75 
71, 33 
29, 39 
43, 91 
47, 95 
6, 75 
90, 34 
83, 22 
13, 38 
63, 16 
62, 47 
40, 60 
4, 39 
75, 57 
85, 7 
95, 4 
82, 22 
65, 48 
11, 44 
39, 63 
35, 83 
91, 13 
38, 36 
46, 45 
50, 5 
84, 72 
84, 44 
75, 51 
75, 30 
4, 34 
57, 3 
84, 67 
60, 46 
7, 43 
98, 2 
0, 83 
15, 41 
95, 35 
25, 81 
15, 42 
14, 47 
44, 23 
38, 29 
2, 28 
60, 88 
26, 57 
56, 79 
89, 57 
19, 53 
28, 50 
5, 48 
37, 39 
56, 68 
19, 62 
8, 26 
14, 51 
90, 86 
79, 54 
17, 11 
77, 60 
2, 82 
59, 95 
85, 41 
37, 93 
12, 28 
55, 3 
27, 31 
97, 62 
94, 0 
17, 93 
78, 73 
33, 89 
94, 5 
56, 72 
5, 84 
99, 77 
86, 38 
55, 98 
58, 47 
22, 44 
93, 78 
70, 50 
70, 36 
50, 23 
49, 45 
65, 67 
70, 97 
8, 64 
82, 37 
39, 31 
77, 37 
8, 80 
78, 64 
49, 37 
64, 55 
84, 89 
44, 3 
88, 13 
93, 98 
8, 83 
75, 84 
87, 5 
40, 81 
78, 81 
9, 85 
41, 90 
35, 61 
3, 93 
55, 51 
75, 74 
3, 41 
40, 58 
42, 44 
39, 81 
71, 74 
63, 87 
93, 22 
39, 90 
85, 63 
20, 46 
90, 11 
17, 37 
45, 4 
15, 95 
19, 53 
84, 22 
17, 18 
36, 17 
43, 58 
27, 70 
68, 24 
68, 13 
81, 87 
99, 67 
26, 94 
91, 8 
47, 65 
67, 93 
28, 65 
49, 30 
2, 33 
98, 26 
36, 55 
22, 15 
32, 68 
60, 53 
77, 83 
15, 88 
26, 8 
75, 95 
5, 97 
58, 1 
17, 20 
22, 22 
81, 54 
9, 46 
45, 6 
25, 37 
41, 77 
56, 81 
75, 26 
87, 74 
96, 69 
6, 14 
76, 3 
19, 32 
49, 18 
57, 43 
25, 93 
27, 32 
9, 58 
63, 10 
67, 95 
23, 88 
4, 36 
13, 31 
20, 3 
44, 65 
82, 68 
81, 9 
45, 93 
16, 17 
28, 83 
92, 2 
29, 3 
94, 92 
83, 38 
8, 23 
6, 3 
96, 25 
15, 71 
32, 84 
33, 38 
10, 13 
58, 23 
6, 42 
7, 67 
23, 60 
68, 24 
4, 3 
64, 94 
67, 11 
57, 70 
20, 41 
51, 53 
82, 6 
48, 98 
3, 59 
31, 36 
46, 6 
52, 8 
73, 74 
72, 43 
65, 74 
37, 47 
86, 29 
73, 85 
88, 1 
22, 86 
1, 20 
13, 65 
33, 96 
95, 61 
83, 63 
91, 89 
47, 81 
75, 40 
16, 94 
99, 42 
63, 14 
56, 25 
81, 67 
52, 78 
39, 45 
9, 53 
49, 22 
78, 75 
56, 10 
99, 71 
92, 66 
78, 61 
80, 51 
84, 82 
14, 95 
77, 71 
62, 36 
30, 15 
3, 63 
67, 53 
86, 66 
48, 46 
52, 53 
66, 33 
21, 62 
31, 93 
44, 41 
49, 28 
24, 7 
85, 47 
25, 10 
76, 33 
8, 98 
39, 0 
3, 19 
45, 36 
76, 59 
90, 26 
25, 38 
55, 57 
10, 92 
65, 8 
79, 43 
89, 78 
60, 40 
98, 73 
72, 32 
32, 71 
99, 23 
13, 63 
45, 65 
91, 99 
83, 91 
54, 93 
83, 80 
79, 70 
77, 48 
22, 18 
41, 53 
80, 23 
47, 60 
65, 22 
2, 40 
76, 40 
39, 43 
93, 28 
36, 17 
95, 17 
38, 59 
67, 13 
39, 78 
45, 36 
31, 54 
17, 87 
13, 70 
34, 8 
32, 20 
14, 23 
9, 52 
48, 92 
98, 96 
41, 54 
93, 29 
31, 13 
6, 84 
19, 34 
64, 36 
44, 70 
14, 81 
72, 54 
1, 98 
37, 19 
19, 72 
82, 67 
98, 44 
0, 9 
92, 73 
97, 17 
25, 90 
14, 4 
18, 54 
72, 34 
10, 63 
51, 72 
65, 89 
40, 82 
20, 67 
37, 94 
31, 37 
99, 55 
31, 6 
12, 59 
67, 53 
